0.3159446,0.4909998,0.06397462
-0.4880239,-0.445524,0.1982539
-0.02758345,0.2487088,-0.2611716
-0.1175367,0.05053294,0.2820387
0.04380643,-0.02465561,0.2854627
-0.15161,0.3293986,0.1679222
-0.4080352,-0.4009838,-0.1269215
0.1516674,-0.1974517,0.1638355
0.4056677,-0.4111737,-0.460588
-0.1562085,-0.3930002,-0.4718505
0.07591301,0.3272679,-0.09245548
-0.4839581,-0.1826746,0.1980457
0.03759986,0.2499923,0.3747908
0.02686042,-0.1971243,0.4958321
-0.1769224,-0.3660341,-0.1800319
0.1813975,0.03220171,0.2972481
-0.4151267,0.2318739,0.1845047
0.01112098,0.345723,-0.3153409
-0.0528051,0.05679524,-0.2125017
-0.07814595,0.4418147,-0.08603314
-0.09902948,0.3532062,0.1284522
-0.07224244,-0.3576931,0.4800941
-0.4070058,-0.447134,0.113238
0.2870317,-0.3848104,0.04727
-0.4699802,-0.2623237,0.1412342
0.1328206,-0.09559137,-0.4912486
0.06533319,-0.06201592,-0.4256663
-0.4846226,-0.0252901,0.0646919
0.2199991,0.04532856,0.01198941
0.4037495,0.3955729,0.2421107
0.2517799,-0.4182873,-0.2993571
-0.267515,0.4748335,0.149775
-0.4904748,-0.2562129,-0.008897603
-0.1994194,-0.3702011,-0.3581811
0.3444548,0.4365754,-0.163658
-0.4320269,-0.4899711,0.08741468
-0.01182589,-0.2680248,-0.0101735
0.1032001,0.2190786,-0.3600382
-0.004434407,0.1986678,0.03238809
-0.2962342,0.0504964,-0.0406082
0.2882091,0.2423284,0.4605399
0.4836075,-0.1194859,-0.4193177
-0.09649032,0.01542753,0.4837366
0.05923086,0.2523372,0.3745933
-0.005701929,0.08235854,0.4700809
-0.01499301,-0.09192818,0.2288052
-0.3961747,-0.1433445,0.1886122
0.0974108,0.09071106,0.2927961
-0.02281636,0.2458423,-0.2984357
-0.450511,0.3158244,0.1346768
-0.3487072,0.3996264,0.3381934
0.235342,-0.3272123,0.07521605
0.3240745,0.2906371,-0.4431902
0.08041555,-0.04111806,-0.3945073
-0.4864768,0.1700933,0.167765
0.191902,-0.02123046,0.4927893
0.2226315,0.1897782,-0.01000956
0.05077285,0.04894853,0.192262
0.4476818,0.3624209,0.3492171
0.06987834,0.1410326,0.05510461
0.2814394,0.4453838,0.2778383
0.03390121,-0.3286112,0.2135428
0.1403496,0.321427,-0.1878784
-0.3519407,-0.4922752,-0.08424199
0.406837,-0.4746052,-0.1348589
0.1827973,0.2618276,-0.3075444
-0.4016249,-0.1216639,0.1737255
0.1096649,0.0201121,0.3102589
-0.3850113,0.2367274,0.3455126
0.2009313,-0.3139844,-0.2211026
0.4762354,-0.02831125,-0.3269611
-0.2631731,-0.1871336,0.03041434
-0.0533371,-0.3233063,0.1785436
-0.2241085,0.009540796,-0.2517597
0.2529282,0.002712309,0.2083986
-0.002336651,0.4955482,-0.09136319
-0.4888319,0.4396311,-0.2355931
-0.3377878,0.1692398,0.4715921
0.2464974,0.3138984,-0.4306716
0.08878869,-0.0368903,-0.4617009
0.3479217,0.2337685,-0.2286682
0.3415685,-0.2342246,-0.403401
-0.01151291,0.3259008,0.49359
-0.02238292,-0.3766677,-0.4464207
-0.4369481,-0.4471987,0.2181777
-0.4515406,-0.3809176,0.2777448
-0.2948983,0.4577223,0.2979861
-0.05978757,-0.4628682,-0.06917688
-0.03558683,0.4228898,-0.1923566
0.2242164,0.4756656,-0.2213309
0.3430321,0.158959,0.4228448
0.1756498,0.2733731,-0.2567957
0.2603192,-0.4113588,-0.3519434
0.2449319,0.2411033,0.2370493
0.4560238,-0.006091356,-0.2721305
-0.03221071,0.1346059,-0.3347645
-0.1049223,0.2037715,0.2338058
